391106422,fury_credit-card-reissue-middle,2021-07-30 15:11:52,2021-12-06 17:19:42,2021-12-06 17:19:41
418951213,fury_fda-prueba-cmlb,2021-10-19 14:06:07,2021-10-19 14:06:16,2021-10-19 14:06:27
417862545,fury_fda-ma-mlb,2021-10-16 15:05:36,2021-10-16 15:05:42,2021-10-16 15:05:46
437989398,fury_merchants-churn-multiste-fo-v6,2021-12-13 18:54:13,2021-12-13 18:54:20,2022-01-17 17:30:43
409991799,fury_credit-card-accounts-read,2021-09-24 14:22:16,2021-12-22 11:08:23,2021-12-30 15:18:24
401780038,fury_mco-onboarding-med,2021-08-31 16:58:32,2021-08-31 16:58:43,2022-01-14 22:21:26
384455252,fury_credit-card-remedials,2021-07-09 14:04:07,2021-12-28 21:00:45,2021-12-28 21:00:44
412170649,fury_credits-user-debt-context,2021-09-30 18:02:20,2021-12-23 14:01:19,2021-12-23 14:01:18
412173601,fury_credit-card-virtual-mobile,2021-09-30 18:11:42,2021-12-06 20:32:37,2021-12-06 20:32:36
355940099,fury_credit-card-payments-bi,2021-04-08 14:29:28,2021-11-08 18:12:02,2021-11-08 18:12:26
355941329,fury_credit-card-statements-bi,2021-04-08 14:32:44,2021-07-21 20:15:05,2021-09-02 21:45:11
388482912,fury_credits-custom-faqs-middle-end,2021-07-22 14:02:51,2021-11-30 19:51:07,2022-01-11 20:37:10
155723709,fury_credits-applications-engine,2018-11-01 14:00:46,2022-01-07 18:53:19,2022-01-18 16:52:28
412180331,fury_credit-card-virtual-android,2021-09-30 18:32:18,2022-01-06 23:37:04,2022-01-14 23:32:44
395110598,fury_credit-card-overlimit-ios,2021-08-11 20:35:44,2022-01-03 17:08:02,2022-01-18 13:49:33
410915982,fury_fda-aplicacion-de-prueba-ms,2021-09-27 14:22:34,2021-09-27 14:22:41,2021-09-27 14:22:46
422222738,fury_credit-card-authorizations-mlm,2021-10-28 13:50:06,2021-10-28 13:50:19,2022-01-03 14:12:13
427053070,fury_credit-card-ccb-document,2021-11-11 15:37:04,2021-12-10 14:58:35,2021-12-10 14:58:26
412466226,fury_credit-card-virtual-ios,2021-10-01 12:55:29,2021-12-21 17:09:23,2022-01-18 13:50:54
362162632,fury_credit-card-waiting-list,2021-04-27 15:31:23,2021-10-26 21:44:28,2021-10-26 21:44:26
442870364,fury_credit-card-testing,2021-12-29 19:25:29,2021-12-29 19:25:41,2021-12-29 19:25:39
400215358,fury_credits-credit-lines-lifecycle,2021-08-26 15:20:50,2022-01-07 16:05:57,2022-01-18 21:32:56
273015592,fury_goldie,2020-06-17 15:47:23,2021-11-09 19:25:24,2021-11-29 19:35:06
416362214,fury_open-market-newoffer-v2,2021-10-12 14:05:58,2021-10-12 14:06:08,2021-10-12 14:06:19
443149971,fury_collections-analysis,2021-12-30 18:05:30,2021-12-30 18:05:37,2022-01-04 15:53:39
438682259,fury_credit-card-settings-ios,2021-12-15 15:38:38,2021-12-16 14:37:29,2022-01-18 13:55:20
431867313,fury_credits-usury-rates,2021-11-25 14:05:59,2022-01-05 11:42:24,2022-01-19 14:48:35
427490891,fury_credit-card-due-date-middle,2021-11-12 20:40:43,2022-01-06 20:29:54,2022-01-12 21:21:59
406513803,fury_credit-card-user-status-api,2021-09-14 20:35:17,2021-12-21 14:23:29,2022-01-17 14:10:11
419448842,fury_credit-card-acquisition-tp,2021-10-20 18:37:13,2022-01-07 15:37:48,2022-01-13 15:01:38
419479179,fury_credits-widgets-android,2021-10-20 20:23:55,2021-10-20 20:24:02,2021-10-27 23:24:43
422679414,fury_credits-flox-go-poc,2021-10-29 18:39:42,2021-10-29 19:41:22,2021-11-01 13:48:26
404878887,fury_mia-manager-test,2021-09-09 21:48:39,2021-12-23 07:49:58,2021-12-23 07:49:55
395392889,fury_credit-card-ccb,2021-08-12 17:15:06,2021-10-07 16:37:06,2022-01-04 20:21:49
405068774,fury_collections-notebooks,2021-09-10 12:12:29,2021-09-10 12:12:36,2021-09-10 12:12:39
399326165,fury_aplication-test-golang,2021-08-24 03:45:29,2021-08-24 03:45:43,2021-11-18 17:11:23
419757321,fury_credits-bonus-processor,2021-10-21 14:30:22,2021-12-22 17:13:41,2021-12-22 17:13:45
439025414,fury_credit-card-settings-android,2021-12-16 14:48:52,2022-01-04 16:32:13,2022-01-06 19:58:39
428703982,fury_credit-card-due-date-ios,2021-11-16 15:11:28,2022-01-06 14:23:14,2022-01-18 13:53:48
428754288,fury_credit-card-due-date-android,2021-11-16 17:35:12,2022-01-03 15:37:22,2022-01-17 21:42:11
402265941,fury_ma-sched-test,2021-09-02 02:33:38,2021-09-02 02:36:15,2021-09-30 01:25:28
366489184,fury_credit-card-third-party-mobile,2021-05-11 19:16:03,2021-09-07 13:19:19,2021-10-20 14:24:15
439128679,fury_credit-card-settings-middle,2021-12-16 21:14:19,2021-12-23 19:54:48,2021-12-23 19:54:50
444279456,fury_nordic-infra-demo,2022-01-04 03:58:44,2022-01-04 03:58:56,2022-01-04 03:58:54
304093929,fury_credit-card-statement-read,2020-10-14 17:54:07,2022-01-07 14:56:34,2022-01-18 19:01:42
428824353,fury_credits-accounting-accrual,2021-11-16 21:50:09,2022-01-10 20:38:55,2022-01-18 12:38:54
397712903,fury_credit-card-overlimit-middle,2021-08-18 19:24:27,2021-12-01 17:56:06,2022-01-18 15:38:24
397717954,fury_credit-card-overlimit-android,2021-08-18 19:46:05,2021-12-01 22:24:13,2022-01-17 02:41:13
255924100,fury_credit-card-upgrade-wrapper,2020-04-15 13:24:31,2022-01-07 18:19:13,2022-01-19 13:03:42
403783419,fury_credits-cerc-integration-demo,2021-09-06 23:33:53,2021-09-06 23:34:03,2021-11-24 18:25:37
290788948,fury_credit-card-preferences,2020-08-27 13:53:55,2022-01-06 13:55:03,2022-01-11 15:37:13
397777082,fury_credits-money-advances-sched,2021-08-19 01:10:15,2021-08-19 01:10:33,2021-10-08 00:39:24
392434382,fury_credit-card-scheduled-debits,2021-08-03 19:37:18,2022-01-07 13:05:16,2022-01-19 14:59:49
439332759,fury_credit-card-request-wrapper,2021-12-17 12:57:13,2021-12-17 15:08:19,2021-12-23 14:48:48
329082246,fury_credits-credit-lines-read,2021-01-12 18:52:47,2022-01-06 01:32:01,2022-01-19 07:02:32
411691645,fury_credit-card-statement-files,2021-09-29 13:46:16,2022-01-03 15:28:22,2022-01-03 15:28:22
423938780,fury_fda-fondeo-payments,2021-11-02 17:31:10,2021-11-02 17:31:18,2021-11-02 17:31:28
444467923,fury_credit-card-accounts-write-mlm,2022-01-04 15:23:03,2022-01-14 17:51:38,2022-01-13 13:11:40
423951670,fury_credit-card-products,2021-11-02 18:14:05,2022-01-07 18:39:21,2022-01-07 18:39:17
444479000,fury_credit-card-home-async,2022-01-04 15:57:20,2022-01-13 19:50:31,2022-01-19 15:06:25
290801825,fury_credit-card-collections,2020-08-27 14:45:05,2021-12-02 14:51:16,2022-01-10 15:11:09
220997629,fury_ml-credits-mia-status,2019-11-11 14:20:24,2021-12-16 19:29:02,2022-01-18 00:43:36
296369148,fury_credit-card-pending-payments,2020-09-17 15:36:07,2021-08-04 11:56:48,2021-09-02 20:23:07
360552704,fury_credit-card-pmt-inconsistency,2021-04-22 14:42:05,2021-09-28 15:08:21,2021-09-28 15:08:23
341671599,fury_credit-card-stm-pmt-allocator,2021-02-23 19:49:19,2021-10-19 14:56:31,2021-12-28 18:27:29
411811724,fury_credit-card-virtual-card-ios,2021-09-29 19:56:38,2021-09-29 19:56:45,2021-09-29 19:56:42
399628990,fury_credits-loan-status-reports,2021-08-24 23:16:41,2022-01-05 12:47:03,2022-01-05 12:47:29
433489454,fury_credits-risk-infra-monitoring,2021-11-30 15:45:57,2021-12-23 13:45:33,2022-01-19 12:18:58
394736684,fury_magneto-app,2021-08-10 17:54:04,2021-08-12 19:55:32,2021-08-17 20:07:03
411888215,fury_credits-kotlin-poc-wrapper,2021-09-30 01:53:13,2021-09-30 01:53:24,2021-10-15 20:42:17
421057038,fury_mco-cardsperations-med,2021-10-25 14:25:25,2021-10-25 14:25:40,2021-10-28 16:41:33
440281285,fury_credits-proposals-processor,2021-12-20 19:16:09,2022-01-05 18:48:23,2022-01-18 23:35:43
429475921,fury_credit-card-request-android,2021-11-18 15:11:02,2022-01-06 12:46:12,2022-01-06 19:10:07
417534174,fury_fda-micaejauregu-prueba,2021-10-15 14:43:25,2021-10-15 14:43:33,2021-10-15 14:43:39
421172737,fury_credit-card-declinations-view,2021-10-25 20:19:58,2022-01-05 19:06:00,2022-01-05 19:06:23
444851993,fury_credit-card-stmt-write-mlm,2022-01-05 15:22:12,2022-01-05 15:22:27,2022-01-05 15:22:26
429531837,fury_credit-card-download-journey,2021-11-18 18:08:20,2022-01-05 20:09:29,2022-01-19 13:31:09
421197046,fury_credits-money-advances-mia-bo,2021-10-25 22:00:23,2022-01-10 22:48:53,2022-01-18 23:59:45
69977364,fury_credits-admin-api,2016-10-04 15:10:53,2021-12-31 22:09:06,2022-01-18 01:46:46
